phrase,acceptability score
commercial shoulder,0.09090909090909091
provincial yesterday,0.09090909090909091
rear tariff,0.09090909090909091
legislative nutrient,0.09090909090909091
blue denial,0.09090909090909091
magnetic cholesterol,0.09090909090909091
wooden consciousness,0.09090909090909091
overall cannabis,0.09090909090909091
square witch,0.09090909090909091
experienced treasure,0.09090909090909091
tight mail,0.09090909090909091
influential epilepsy,0.09090909090909091
ethnic sailing,0.09090909090909091
leading palm,0.09090909090909091
digital sauce,0.09090909090909091
wealthy handset,0.09090909090909091
instrumental lung,0.09090909090909091
sound acid,0.09090909090909091
combined flute,0.09090909090909091
royal unemployment,0.09090909090909091
angry pot,0.09090909090909091
proper wrist,0.09090909090909091
limited daughter,0.09090909090909091
guilty volcano,0.09090909090909091
Catholic gun,0.09090909090909091
comprehensive mast,0.09090909090909091
solar salary,0.09090909090909091
honest field,0.09090909090909091
cultural iron,0.09090909090909091
sophisticated calorie,0.09090909090909091
sick arcade,0.09090909090909091
slow coast,0.09090909090909091
holy massage,0.09090909090909091
administrative gland,0.09090909090909091
social garage,0.09090909090909091
acute school,0.09090909090909091
armed tumor,0.09090909090909091
criminal liver,0.09090909090909091
left enforcement,0.09090909090909091
plastic speculation,0.09090909090909091
adverse microphone,0.09090909090909091
brown shortage,0.09090909090909091
fat psychology,0.09090909090909091
agricultural trace,0.09090909090909091
consecutive spine,0.09090909090909091
angry unity,0.09090909090909091
fellow ruling,0.09090909090909091
due cab,0.09090909090909091
busy cereal,0.09090909090909091
mental urine,0.09090909090909091
Swedish inside,0.09090909090909091
dead convenience,0.09090909090909091
monthly desk,0.09090909090909091
keen tomorrow,0.09090909090909091
social granite,0.09090909090909091
sick harbour,0.09090909090909091
oral teammate,0.09090909090909091
lead gem,0.09090909090909091
coastal massage,0.09090909090909091
vulnerable calendar,0.09090909090909091
square verb,0.09090909090909091
equivalent ambulance,0.09090909090909091
manual chance,0.09090909090909091
unlikely ski,0.09090909090909091
mental gravel,0.09090909090909091
negative concert,0.09090909090909091
tall antiquity,0.09090909090909091
sudden kitchen,0.09090909090909091
South sandwich,0.09090909090909091
fellow making,0.09090909090909091
mathematical biscuit,0.09090909090909091
human midfield,0.09090909090909091
yellow certainty,0.09090909090909091
proud node,0.09090909090909091
blind volume,0.09090909090909091
oral rabbit,0.09090909090909091
applicable butter,0.09090909090909091
sick gardening,0.09090909090909091
proud meantime,0.09090909090909091
necessary arthritis,0.09090909090909091
opposite assassination,0.09090909090909091
confident rocket,0.09090909090909091
ongoing bishop,0.09090909090909091
raw nursery,0.09090909090909091
printed vocalist,0.09090909090909091
registered ear,0.09090909090909091
part-time motorcycle,0.09090909090909091
fellow interior,0.09090909090909091
thick hop,0.09090909090909091
detailed Viking,0.09090909090909091
gentle casino,0.09090909090909091
technological grandson,0.09090909090909091
mutual tube,0.09090909090909091
considerable liner,0.09090909090909091
logical semi,0.09090909090909091
slight juice,0.09090909090909091
crucial sake,0.09090909090909091
chronic canvas,0.09090909090909091
ill insert,0.09090909090909091
assistant anatomy,0.09090909090909091
wild wireless,0.09090909090909091
sensitive wagon,0.09090909090909091
thin intersection,0.09090909090909091
evil math,0.09090909090909091
brown approval,0.09090909090909091
close flour,0.09090909090909091
constant ankle,0.09090909090909091
intensive apartment,0.09090909090909091
educational autumn,0.09090909090909091
Jewish bid,0.09090909090909091
musical heel,0.09090909090909091
green immigrant,0.09090909090909091
instrumental fertility,0.09090909090909091
conservative radiator,0.09090909090909091
Jewish volcano,0.09090909090909091
subsequent throat,0.09090909090909091
fellow semi,0.09090909090909091
pregnant premium,0.09090909090909091
economic trouser,0.09090909090909091
golden inability,0.09090909090909091
confident lung,0.09090909090909091
subsequent bean,0.09090909090909091
gay modification,0.09090909090909091
intensive tin,0.09090909090909091
lucky bathroom,0.09090909090909091
gentle radio,0.09090909090909091
comprehensive poison,0.09090909090909091
pregnant pepper,0.09090909090909091
net pharmacist,0.09090909090909091
helpful sickness,0.09090909090909091
broad suicide,0.09090909090909091
front heritage,0.09090909090909091
able pottery,0.09090909090909091
valid while,0.09090909090909091
married prayer,0.09090909090909091
responsible jaw,0.09090909090909091
static advocacy,0.09090909090909091
increased publisher,0.09090909090909091
fundamental serial,0.09090909090909091
pure exit,0.09090909090909091
sudden copper,0.09090909090909091
tight gold,0.09090909090909091
dead disclosure,0.09090909090909091
gay bridge,0.09090909090909091
violent biodiversity,0.09090909090909091
pregnant operating,0.09090909090909091
angry tunnel,0.09090909090909091
bold ladder,0.09090909090909091
dependent coffee,0.09090909090909091
archaeological midnight,0.09090909090909091
fellow kilometre,0.09090909090909091
long-term deer,0.09090909090909091
skilled banner,0.09090909090909091
mobile cholesterol,0.09090909090909091
animal lightning,0.09090909090909091
ethnic airfield,0.09090909090909091
parliamentary rear,0.09090909090909091
monthly supermarket,0.09090909090909091
mental cone,0.09090909090909091
electoral bush,0.09090909090909091
vertical truth,0.09090909090909091
pregnant basis,0.09090909090909091
least cotton,0.09090909090909091
undergraduate massage,0.09090909090909091
keen intersection,0.09090909090909091
interactive cocktail,0.09090909090909091
occasional airport,0.09090909090909091
vocal granite,0.09090909090909091
part-time electron,0.09090909090909091
political palm,0.09090909090909091
dead steam,0.09090909090909091
disabled stone,0.09090909090909091
tight mirror,0.09090909090909091
mechanical red,0.09090909090909091
ethical bird,0.09090909090909091
several dissemination,0.09090909090909091
medieval hormone,0.09090909090909091
Arab voltage,0.09090909090909091
northern url,0.09090909090909091
interested spin,0.09090909090909091
West bath,0.09090909090909091
previous liver,0.09090909090909091
inner archaeology,0.09090909090909091
median landfill,0.09090909090909091
controversial liver,0.09090909090909091
least astronomy,0.09090909090909091
racial chest,0.09090909090909091
sick respect,0.09090909090909091
golden washing,0.09090909090909091
rapid carbon,0.09090909090909091
pregnant combination,0.09090909090909091
ethical epilepsy,0.09090909090909091
peaceful finger,0.09090909090909091
frequent toe,0.09090909090909091
voluntary numeracy,0.09090909090909091
collaborative asteroid,0.09090909090909091
yellow audit,0.09090909090909091
chronic tier,0.09090909090909091
instrumental asbestos,0.09090909090909091
diverse dark,0.09090909090909091
smooth info,0.09090909090909091
interactive wool,0.09090909090909091
intensive portal,0.09090909090909091
electrical vitamin,0.09090909090909091
charitable flour,0.09090909090909091
online cereal,0.09090909090909091
printed noon,0.09090909090909091
fresh spacecraft,0.09090909090909091
keen asbestos,0.09090909090909091
experienced atmosphere,0.09090909090909091
regular meantime,0.09090909090909091
ethnic dome,0.09090909090909091
statistical other,0.09090909090909091
sad pie,0.09090909090909091
yellow custody,0.09090909090909091
wooden stomach,0.09090909090909091
willing wheat,0.09090909090909091
sound communion,0.09090909090909091
conservative coefficient,0.09090909090909091
happy cloth,0.09090909090909091
armed echo,0.09090909090909091
vulnerable severity,0.09090909090909091
blue dive,0.09090909090909091
part-time downtown,0.09090909090909091
administrative galaxy,0.09090909090909091
moral freshwater,0.09090909090909091
rear illustrator,0.09090909090909091
Democratic sudoku,0.09090909090909091
blind shield,0.09090909090909091
subject rim,0.09090909090909091
preliminary lad,0.09090909090909091
fellow murder,0.09090909090909091
western ion,0.09090909090909091
steep century,0.09090909090909091
fair severity,0.09090909090909091
on-line ton,0.09090909090909091
busy noun,0.09090909090909091
Jewish disposal,0.09090909090909091
recent nucleus,0.09090909090909091
Latin likelihood,0.09090909090909091
positive epilepsy,0.09090909090909091
flexible disaster,0.09090909090909091
impossible carbon,0.09090909090909091
nice rebellion,0.09090909090909091
golden photography,0.09090909090909091
strict heat,0.09090909090909091
permanent rugby,0.09090909090909091
wet conservation,0.09090909090909091
manual milk,0.09090909090909091
Democratic desert,0.09090909090909091
prime cow,0.09090909090909091
mutual liver,0.09090909090909091
fat convenience,0.09090909090909091
competitive bed,0.09090909090909091
senior brush,0.09090909090909091
married century,0.09090909090909091
thick heaven,0.09090909090909091
sensitive flour,0.09090909090909091
accurate hair,0.09090909090909091
South pie,0.09090909090909091
lead century,0.09090909090909091
preliminary nitrogen,0.09090909090909091
pregnant takeover,0.09090909090909091
interested route,0.09090909090909091
low mushroom,0.09090909090909091
junior suitability,0.09090909090909091
gay chocolate,0.09090909090909091
lead ease,0.09090909090909091
brilliant lump,0.09090909090909091
positive towel,0.09090909090909091
active linen,0.09090909090909091
undergraduate rose,0.09090909090909091
exact emperor,0.09090909090909091
ethnic second,0.09090909090909091
religious laser,0.09090909090909091
genetic congratulation,0.09090909090909091
informal flood,0.09090909090909091
gay sheet,0.09090909090909091
mathematical leak,0.09090909090909091
willing stamp,0.09090909090909091
funny west,0.09090909090909091
mutual pencil,0.09090909090909091
sudden floor,0.09090909090909091
interested casino,0.09090909090909091
mathematical airport,0.09090909090909091
median liver,0.09090909090909091
religious worm,0.09090909090909091
vocal storey,0.09090909090909091
southern poisoning,0.09090909090909091
liberal polymer,0.09090909090909091
parliamentary flesh,0.09090909090909091
hard inability,0.09090909090909091
regulatory sandstone,0.09090909090909091
optical spouse,0.09090909090909091
strategic sibling,0.09090909090909091
historical renewal,0.09090909090909091
maximum diplomat,0.09090909090909091
opposite diesel,0.09090909090909091
weekly patio,0.09090909090909091
Soviet hair,0.09090909090909091
narrow commander,0.09090909090909091
ill fairy,0.09090909090909091
sweet syndrome,0.09090909090909091
naval ref,0.09090909090909091
disabled storm,0.09090909090909091
fat purpose,0.09090909090909091
consecutive landlord,0.09090909090909091
distinct tonight,0.09090909090909091
sexual jet,0.09090909090909091
several bowel,0.09090909090909091
sudden clay,0.09090909090909091
dry memory,0.09090909090909091
outside navy,0.09090909090909091
western behalf,0.09090909090909091
left proceeding,0.09090909090909091
responsible flu,0.09090909090909091
minimum grandmother,0.09090909090909091
external father,0.09090909090909091
estimated goddess,0.09090909090909091
dead tendency,0.09090909090909091
wet pdf,0.09090909090909091
straight snow,0.09090909090909091
religious stomach,0.09090909090909091
unusual Mrs,0.09090909090909091
literary orange,0.09090909090909091
dead killing,0.09090909090909091
sick future,0.09090909090909091
South autobiography,0.09090909090909091
influential nail,0.09090909090909091
amateur butter,0.09090909090909091
personal limestone,0.09090909090909091
dead spray,0.09090909090909091
musical healthcare,0.09090909090909091
wooden borrowing,0.09090909090909091
North essay,0.09090909090909091
slight lease,0.09090909090909091
Democratic poker,0.09090909090909091
skilled mail,0.09090909090909091
married campus,0.09090909090909091
rapid basket,0.09090909090909091
acceptable veteran,0.09090909090909091
voluntary terrace,0.09090909090909091
flat winter,0.09090909090909091
deep pesticide,0.09090909090909091
sorry byte,0.09090909090909091
sad boot,0.09090909090909091
square atmosphere,0.09090909090909091
extensive butterfly,0.09090909090909091
apparent acre,0.09090909090909091
disabled skin,0.09090909090909091
statistical abbey,0.09090909090909091
keen fortune,0.09090909090909091
Christian switch,0.09090909090909091
inclusive clothes,0.09090909090909091
advanced ton,0.09090909090909091
external squash,0.09090909090909091
recent atom,0.09090909090909091
South atom,0.09090909090909091
assistant mansion,0.09090909090909091
easy copper,0.09090909090909091
able food,0.09090909090909091
criminal mineral,0.09090909090909091
tall reduction,0.09090909090909091
ill foam,0.09090909090909091
numerous genius,0.09090909090909091
interactive flour,0.09090909090909091
coastal hormone,0.09090909090909091
red prophecy,0.09090909090909091
North formulation,0.09090909090909091
direct fox,0.09090909090909091
blue metre,0.09090909090909091
married computer,0.09090909090909091
brown delay,0.09090909090909091
proud bowel,0.09090909090909091
willing asthma,0.09090909090909091
opposite biography,0.09090909090909091
variable shark,0.09090909090909091
strategic ale,0.09090909090909091
plastic maximum,0.09090909090909091
sorry drainage,0.09090909090909091
military asthma,0.09090909090909091
confident microphone,0.09090909090909091
revolutionary wrist,0.09090909090909091
ready dolphin,0.09090909090909091
ethical bass,0.09090909090909091
genetic handset,0.09090909090909091
rear picnic,0.09090909090909091
bold valve,0.09090909090909091
strict pencil,0.09090909090909091
Latin sleep,0.09090909090909091
outdoor encryption,0.09090909090909091
Iraqi touchdown,0.09090909090909091
adverse can,0.09090909090909091
extended monster,0.09090909090909091
forthcoming glove,0.09090909090909091
elderly marble,0.09090909090909091
twin activist,0.09090909090909091
remaining soccer,0.09090909090909091
holy gambling,0.09090909090909091
long-term rifle,0.09090909090909091
competitive soup,0.09090909090909091
east garment,0.09090909090909091
informal rifle,0.09090909090909091
structural spite,0.09090909090909091
left aviation,0.09090909090909091
extensive witch,0.09090909090909091
forthcoming meat,0.09090909090909091
genetic stick,0.09090909090909091
steep nightclub,0.09090909090909091
graphic plain,0.09090909090909091
medical euro,0.09090909090909091
mathematical cable,0.09090909090909091
liberal telescope,0.09090909090909091
optical bankruptcy,0.09090909090909091
subject jet,0.09090909090909091
latter bandwidth,0.09090909090909091
intensive chassis,0.09090909090909091
intellectual cake,0.09090909090909091
wealthy telescope,0.09090909090909091
fresh width,0.09090909090909091
Catholic trout,0.09090909090909091
archaeological drink,0.09090909090909091
due cotton,0.09090909090909091
executive moon,0.09090909090909091
impossible potato,0.09090909090909091
optical wagon,0.09090909090909091
sorry cord,0.09090909090909091
annual skeleton,0.09090909090909091
sole worm,0.09090909090909091
experienced bomb,0.09090909090909091
married hunting,0.09090909090909091
weekly bronze,0.09090909090909091
middle honey,0.09090909090909091
guilty pint,0.09090909090909091
regular homeland,0.09090909090909091
stable bout,0.09090909090909091
dominant anyone,0.09090909090909091
sweet suicide,0.09090909090909091
psychological ray,0.09090909090909091
twin praise,0.09090909090909091
external sister,0.09090909090909091
digital junior,0.09090909090909091
brown redundancy,0.09090909090909091
English onset,0.09090909090909091
gay electron,0.09090909090909091
blue dependency,0.09090909090909091
wise ruin,0.09090909090909091
yellow coaching,0.09090909090909091
dependent thriller,0.09090909090909091
east pad,0.09090909090909091
ancient meantime,0.09090909090909091
skilled currency,0.09090909090909091
adequate absence,0.09090909090909091
angry honor,0.09090909090909091
entire punk,0.09090909090909091
substantial everyone,0.09090909090909091
yellow integrity,0.1
pure senator,0.1
angry printing,0.1
silent tuition,0.1
upper marathon,0.1
federal gardening,0.1
voluntary bacterium,0.1
yellow commuter,0.1
South axe,0.1
live blanket,0.1
violent mapping,0.1
wrong sleeping,0.1
Latin prey,0.1
severe insert,0.1
proud breath,0.1
vertical sauce,0.1
exact coup,0.1
electoral guitar,0.1
brief fin,0.1
fundamental bicycle,0.1
positive curtain,0.1
happy erosion,0.1
residential cocktail,0.1
